"","focal","cub.mins","mom.mins","c","n","ba","bl","g","ca","cl","ma","ml","ua","ul","overlap","fas.date","location","fas.mom","hy.id","stop.fas","fas.format","dob","dob.event.status","dob.event.data","dob.error","dob.notes","dfs","dfs.event.status","dfs.event.data","dfs.error","dfs.notes","dengrad","dengrad.event.status","dengrad.event.data","dengrad.error","dengrad.notes","weaned","weaned.event.status","weaned.event.data","weaned.error","weaned.notes","change.clan","change.clan.event.status","change.clan.event.data","change.clan.error","change.clan.notes","change.clan2","change.clan2.event.status","change.clan2.event.data","change.clan2.error","change.clan2.notes","disappeared","disappeared.event.status","disappeared.event.data","disappeared.error","disappeared.notes","sex","status","mom","dad","number.littermates","litrank","fas.age.mon","fas.mon","migratn.seas.fas","fas.am.pm","dob.yr","mom.state","mom.cycle.start","mom.cycle.stop","mom.trimester","mom.parity","mom.cub1","mom.cub2","mom.parity.binary","fas.yr"
"52","j161.5",33,33,3,0,0,0,0,2,2,0,0,0,0,33,2012-12-27,"crtn edge cd","cart","ppch",2012-12-27 18:29:00,"new","2012-08-08","","talek",NA,"","2012-09-18","","",NA,"",NA,"dbg","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-07-27","dls","inferred dead",NA,"","m","r","cart",NA,NA,NA,4.6,12,"none","pm",2012,"l",2012-08-09,2013-04-29,4,"c","kopa","ppch","mult",2012
"53","j164",32,32,32,32,0,0,1,0,0,0,0,0,0,32,2013-03-04,"central park cd2","juno","goof",2013-03-04 19:54:00,"new","2012-11-12","","talek.w",NA,"",NA,"","",NA,"",NA,"","",NA,"","2013-10-24","error","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","f","r","juno",NA,NA,NA,3.7,3,"none","pm",2012,"l",2012-11-13,2013-10-02,4,"c","goof",NA,"mult",2013
"54","j168",7,12,7,2,0,0,0,0,0,0,0,0,0,7,2013-01-12,"merry christmas d","hkr","bilj",2013-01-12 06:32:00,"new","2012-09-18","","serena.n",NA,"","2012-11-12","","",NA,"","2013-06-27","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-09","","",4,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hkr",NA,"twin","1",3.8,1,"none","am",2012,"l",2012-09-19,2013-09-10,4,"a","bilj","crim","prim",2013
"55","j169",30,33,14,4,0,0,0,7,5,1,2,0,0,30,2013-01-13,"merry christmas d","wafl","trni",2013-01-13 07:14:00,"new","2012-07-04","","serena.n",NA,"","2012-07-12","","",NA,"","2013-02-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-07-03","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","",NA,"","m","r","wafl",NA,"single",NA,6.3,1,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"56","j17",33,33,22,20,0,0,1,0,0,1,0,0,0,33,2012-07-26,"krakow d","peep","drpy",2012-07-26 07:28:00,"new","2011-09-12","","serena.n",NA,"","2012-01-27","","",NA,"","2012-07-14","","",NA,"dengrad info not in table, instead taken from tblhyenas","2012-09-22","","",3,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-11-14","dls","double check: alive but with disappeared date",NA,"","m","r","peep",NA,"twin","2",10.4,7,"migration","am",2011,NA,NA,NA,NA,NA,NA,NA,NA,2012
"57","j170",33,33,33,26,0,0,0,2,1,0,1,0,0,33,2013-01-13,"merry christmas d","hkr","crim",2013-01-13 08:12:00,"new","2012-09-18","","serena.n",NA,"","2012-11-12","","",NA,"","2013-06-27","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-05","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hkr",NA,"twin","2",3.8,1,"none","am",2012,"l",2012-09-19,2013-09-10,4,"a","bilj","crim","prim",2013
"58","j171",33,34,32,15,0,0,11,8,4,3,3,0,0,33,2013-01-12,"hatch d","bart","bron",2013-01-12 19:38:00,"new","2012-10-01","","serena.s",NA,"","2012-11-16","","",NA,"","2013-06-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-30","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-11-19","dls","double check: alive but with disappeared date",NA,"","m","r","bart",NA,NA,NA,3.4,1,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"59","j172",24,25,20,15,0,0,7,3,1,0,1,0,0,24,2013-01-13,"merry christmas d","ema","drp",2013-01-13 08:04:00,"new","2012-11-05","","serena.n",NA,"","2012-11-07","","",NA,"",NA,"","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-03","dls","double check: alive but with disappeared date",NA,"","m","r","ema",NA,"single",NA,2.3,1,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"60","j173",32,32,30,28,0,0,4,3,1,1,3,1,0,32,2013-01-14,"hatch d","mtn","korb",2013-01-14 19:18:00,"new","2012-05-27","","serena.s",NA,"","2012-07-08","","",NA,"","2013-05-19","","",NA,"dengrad info not in table, instead taken from tblhyenas",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","m","r","mtn",NA,"twin",NA,7.6,1,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"61","j175",33,34,27,19,0,0,4,9,6,1,5,0,0,33,2013-02-01,"cornchip d","ema","drp",2013-02-01 08:42:00,"new","2012-11-05","","serena.n",NA,"","2012-11-07","","",NA,"",NA,"","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-06-03","dls","double check: alive but with disappeared date",NA,"","m","r","ema",NA,"single",NA,2.9,2,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"62","j176",33,33,33,32,0,0,0,1,0,0,0,0,0,33,2013-02-02,"hatch d","mtn","korb",2013-02-02 18:57:00,"new","2012-05-27","","serena.s",NA,"","2012-07-08","","",NA,"","2013-05-19","","",NA,"dengrad info not in table, instead taken from tblhyenas",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","m","r","mtn",NA,"twin",NA,8.2,2,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"63","j177",7,7,7,6,0,0,0,0,0,0,0,0,0,7,2013-02-02,"hatch d","taj","star",2013-02-02 19:06:00,"new","2012-07-22","","serena.s",NA,"","2012-09-09","","",NA,"","2013-02-15","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-08-15","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","m","r","taj",NA,"twin","1",6.4,2,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"64","j178",33,33,7,0,0,0,0,3,3,1,1,0,0,33,2013-02-04,"@283m e _ cornchip d (gps: 0720730e, 9847560n)","sau","spcd",2013-02-04 06:43:00,"new","2012-06-04","","serena.n",NA,"","2012-07-07","","",NA,"",NA,"","",NA,"","2013-08-04","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-08-21","dls","",NA,"","m","r","sau",NA,"twin",NA,8,2,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"65","j179",17,32,0,0,0,0,0,0,0,0,0,0,0,17,2013-02-04,"cornchip d","sau","koal",2013-02-04 07:14:00,"new","2012-06-04","","serena.n",NA,"","2014-07-02","","",NA,"","2013-04-22","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-08-04","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-01-14","dls","",NA,"","m","r","sau",NA,"twin","1",8,2,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"66","j18",31,31,31,28,0,0,0,3,0,0,2,0,0,31,2012-07-26,"krakow d","rbc","hucn",2012-07-26 08:02:00,"new","2011-09-12","","serena.n",NA,"","2012-01-27","","",NA,"","2012-07-15","","",NA,"dengrad info not in table, instead taken from tblhyenas","2012-08-24","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-11-06","dls","double check: alive but with disappeared date",NA,"","m","r","rbc",NA,"twin","1",10.4,7,"migration","am",2011,NA,NA,NA,NA,NA,NA,NA,NA,2012
"67","j180",31,32,31,28,0,0,0,10,0,0,0,0,0,31,2013-02-04,"cornchip d","hkr","bilj",2013-02-04 08:02:00,"new","2012-09-18","","serena.n",NA,"","2012-11-12","","",NA,"","2013-06-27","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-09","","",4,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hkr",NA,"twin","1",4.6,2,"none","am",2012,"l",2012-09-19,2013-09-10,4,"a","bilj","crim","prim",2013
"68","j180.5",30,32,30,21,0,0,0,11,0,0,0,0,0,30,2013-02-04,"cornchip d","hkr","crim",2013-02-04 08:02:00,"new","2012-09-18","","serena.n",NA,"","2012-11-12","","",NA,"","2013-06-27","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-05","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hkr",NA,"twin","2",4.6,2,"none","am",2012,"l",2012-09-19,2013-09-10,4,"a","bilj","crim","prim",2013
"69","j181",32,32,31,25,0,0,2,2,4,0,1,0,0,32,2013-02-04,"cornchip d","angi","uzi",2013-02-04 08:35:00,"new","2012-08-21","","serena.n",NA,"","2012-11-06","","",NA,"","2013-07-01","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-06-03","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-03-11","dls","double check: alive but with disappeared date",NA,"","m","r","angi",NA,"single",NA,5.5,2,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"70","j182",32,32,32,20,0,0,1,4,3,0,1,0,0,32,2013-01-14,"merry christmas d","wafl","trni",2013-01-14 06:50:00,"new","2012-07-04","","serena.n",NA,"","2012-07-12","","",NA,"","2013-02-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-07-03","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","",NA,"","m","r","wafl",NA,"single",NA,6.4,1,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"71","j184",33,33,32,31,0,0,6,0,1,0,0,0,0,33,2013-01-17,"merry christmas d","angi","uzi",2013-01-17 07:03:00,"new","2012-08-21","","serena.n",NA,"","2012-11-06","","",NA,"","2013-07-01","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-06-03","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-03-11","dls","double check: alive but with disappeared date",NA,"","m","r","angi",NA,"single",NA,4.9,1,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"72","j185",32,32,31,25,0,0,0,2,3,1,2,0,0,32,2013-02-07,"cornchip d","hkr","bilj",2013-02-07 19:15:00,"new","2012-09-18","","serena.n",NA,"","2012-11-12","","",NA,"","2013-06-27","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-09","","",4,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hkr",NA,"twin","1",4.7,2,"none","pm",2012,"l",2012-09-19,2013-09-10,4,"a","bilj","crim","prim",2013
"73","j186",31,31,31,31,0,0,0,0,0,0,0,0,0,31,2013-02-08,"cornchip d","arro","rmon",2013-02-08 08:49:00,"new","2012-09-30","","serena.n",NA,"","2012-12-14","","",NA,"","2013-06-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-11","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","arro",NA,"twin","1",4.3,2,"none","am",2012,"l",2012-10-01,2013-11-04,4,"b","strm","rmon","mult",2013
"74","j187",12,17,17,11,0,0,0,0,1,0,0,0,0,12,2013-02-08,"cornchip d","arro","strm",2013-02-08 09:05:00,"new","2012-09-30","","serena.n",NA,"","2012-11-27","","",NA,"","2013-06-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-11","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-01-12","dls","double check: alive but with disappeared date",NA,"","m","r","arro",NA,"twin",NA,4.3,2,"none","am",2012,"l",2012-10-01,2013-11-04,4,"b","strm","rmon","mult",2013
"75","j188",33,33,33,33,0,0,3,0,0,0,0,0,0,33,2013-02-26,"central park cd2","amaz","bncl",2013-02-26 19:54:00,"new","2012-11-03","","talek",NA,"","2012-12-01","","",NA,"","2013-07-29","","",1,"","2013-09-23","","",8.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-06-16","dls","dispersed",NA,"","m","r","amaz",NA,"twin",NA,3.8,2,"none","pm",2012,"l",2012-11-04,2013-08-31,4,"b","bncl","spng","mult",2013
"76","j188.5",33,33,33,32,0,0,1,1,1,0,0,0,0,33,2013-02-26,"central park cd2","amaz","spng",2013-02-26 19:54:00,"new","2012-11-03","","talek",NA,"","2012-12-01","","",NA,"","2013-08-08","","",0.5,"","2013-09-22","","",7.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-01-01","dls","dispersed",NA,"","m","r","amaz",NA,"twin",NA,3.8,2,"none","pm",2012,"l",2012-11-04,2013-08-31,4,"b","bncl","spng","mult",2013
"77","j189",17,19,15,7,0,0,2,2,2,0,1,0,0,15,2013-02-26,"central park cd2","buar","decm",2013-02-26 20:16:00,"new","2013-01-12","","talek",NA,"","2013-02-07","","",NA,"","2013-08-08","","",1,"","2013-10-31","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","buar",NA,"twin",NA,1.5,2,"none","pm",2013,"l",2013-01-13,2013-09-28,4,"a","byte","decm","prim",2013
"78","j189.5",15,19,15,7,0,0,1,2,2,0,1,0,0,15,2013-02-26,"central park cd2","buar","byte",2013-02-26 20:16:00,"new","2013-01-12","","talek",NA,"","2013-02-07","","",NA,"","2013-08-08","","",1,"","2013-10-31","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2018-06-13","dls","",NA,"","f","r","buar",NA,"twin",NA,1.5,2,"none","pm",2013,"l",2013-01-13,2013-09-28,4,"a","byte","decm","prim",2013
"79","j191",30,33,19,16,0,0,0,2,3,0,0,0,0,30,2013-02-05,"hatch d","java","sula",2013-02-05 07:13:00,"new","2012-07-28","","serena.s",NA,"","2012-10-23","","",NA,"","2013-05-17","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-07-07","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-07-30","dls","double check: alive but with disappeared date",NA,"","m","r","java",NA,"single",NA,6.3,2,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"80","j193",33,33,14,12,0,0,0,1,3,0,0,0,0,33,2013-02-09,"corchip d","arro","strm",2013-02-09 18:04:00,"new","2012-09-30","","serena.n",NA,"","2012-11-27","","",NA,"","2013-06-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-11","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-01-12","dls","double check: alive but with disappeared date",NA,"","m","r","arro",NA,"twin",NA,4.3,2,"none","pm",2012,"l",2012-10-01,2013-11-04,4,"b","strm","rmon","mult",2013
"81","j194",31,31,27,21,0,0,3,5,4,0,0,0,0,31,2013-02-09,"cornchip d","arro","rmon",2013-02-09 18:41:00,"new","2012-09-30","","serena.n",NA,"","2012-12-14","","",NA,"","2013-06-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-11","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","arro",NA,"twin","1",4.3,2,"none","pm",2012,"l",2012-10-01,2013-11-04,4,"b","strm","rmon","mult",2013
"82","j195",30,30,27,27,0,0,0,1,0,0,0,0,0,30,2013-02-09,"cornchip d","wafl","trni",2013-02-09 19:14:00,"new","2012-07-04","","serena.n",NA,"","2012-07-12","","",NA,"","2013-02-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-07-03","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","",NA,"","m","r","wafl",NA,"single",NA,7.2,2,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"83","j196",15,20,12,10,0,0,0,0,0,3,4,0,0,15,2013-02-09,"cornchip d","shrm","lady",2013-02-09 19:36:00,"new","2012-11-17","","serena.n",NA,"","2012-12-19","","",NA,"","2013-06-27","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-05","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","m","r","shrm",NA,"twin","1",2.8,2,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"84","j197",10,10,9,4,0,0,1,4,4,0,1,0,0,10,2013-02-09,"cornchip d","lcs","gobe",2013-02-09 19:48:00,"new","2012-08-10","","serena.n",NA,"","2012-09-16","","",NA,"","2013-02-12","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-05-29","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-04-02","dls","double check: alive but with disappeared date",NA,"","m","r","lcs",NA,"single",NA,6,2,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"85","j198",29,32,15,13,0,0,0,2,3,0,0,0,0,29,2013-02-11,"cornchip d","hkr","bilj",2013-02-11 07:12:00,"new","2012-09-18","","serena.n",NA,"","2012-11-12","","",NA,"","2013-06-27","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-09","","",4,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hkr",NA,"twin","1",4.8,2,"none","am",2012,"l",2012-09-19,2013-09-10,4,"a","bilj","crim","prim",2013
"86","j198.5",18,32,17,16,0,0,1,0,1,0,0,0,0,18,2013-02-11,"cornchip d","hkr","crim",2013-02-11 07:12:00,"new","2012-09-18","","serena.n",NA,"","2012-11-12","","",NA,"","2013-06-27","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-05","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hkr",NA,"twin","2",4.8,2,"none","am",2012,"l",2012-09-19,2013-09-10,4,"a","bilj","crim","prim",2013
"87","j199",33,33,27,14,0,0,1,7,9,1,0,0,0,33,2013-02-11,"cornchip d","arro","strm",2013-02-11 08:43:00,"new","2012-09-30","","serena.n",NA,"","2012-11-27","","",NA,"","2013-06-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-11","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-01-12","dls","double check: alive but with disappeared date",NA,"","m","r","arro",NA,"twin",NA,4.4,2,"none","am",2012,"l",2012-10-01,2013-11-04,4,"b","strm","rmon","mult",2013
"88","j2",24,30,23,16,0,0,13,2,5,2,0,1,0,24,2012-07-02,"malmo d","sau","koal",2012-07-02 18:41:00,"new","2012-06-04","","serena.n",NA,"","2014-07-02","","",NA,"","2013-04-22","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-08-04","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-01-14","dls","",NA,"","m","r","sau",NA,"twin","1",0.9,7,"migration","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2012
"89","j200",33,33,7,0,0,0,0,5,5,0,0,0,0,33,2013-02-12,"cornchip d","digs","ana",2013-02-12 17:58:00,"new","2012-12-02","","serena.n",NA,"","2012-12-27","","",NA,"","2013-06-26","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-05","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","digs",NA,"single",NA,2.4,2,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"90","j202",34,34,34,34,0,0,1,0,0,0,0,0,0,34,2013-02-13,"staff d","taj","star",2013-02-13 18:22:00,"new","2012-07-22","","serena.s",NA,"","2012-09-09","","",NA,"","2013-02-15","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-08-15","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","m","r","taj",NA,"twin","1",6.8,2,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"91","j203",11,11,11,11,0,0,1,2,0,0,2,0,0,11,2013-02-13,"staff d","mtn","korb",2013-02-13 18:32:00,"new","2012-05-27","","serena.s",NA,"","2012-07-08","","",NA,"","2013-05-19","","",NA,"dengrad info not in table, instead taken from tblhyenas",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","m","r","mtn",NA,"twin",NA,8.6,2,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"92","j204",12,17,12,10,0,0,0,2,0,0,1,0,0,12,2013-02-15,"staff d","java","sula",2013-02-15 06:31:00,"new","2012-07-28","","serena.s",NA,"","2012-10-23","","",NA,"","2013-05-17","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-07-07","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-07-30","dls","double check: alive but with disappeared date",NA,"","m","r","java",NA,"single",NA,6.6,2,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"93","j205",29,34,7,9,0,0,2,3,1,0,2,0,0,29,2013-02-15,"cornchip d","arro","rmon",2013-02-15 17:38:00,"new","2012-09-30","","serena.n",NA,"","2012-12-14","","",NA,"","2013-06-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-11","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","arro",NA,"twin","1",4.5,2,"none","pm",2012,"l",2012-10-01,2013-11-04,4,"b","strm","rmon","mult",2013
"94","j206",33,33,32,31,0,0,0,2,2,0,0,0,0,33,2013-02-15,"cornchip d","arro","strm",2013-02-15 18:11:00,"new","2012-09-30","","serena.n",NA,"","2012-11-27","","",NA,"","2013-06-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-11","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-01-12","dls","double check: alive but with disappeared date",NA,"","m","r","arro",NA,"twin",NA,4.5,2,"none","pm",2012,"l",2012-10-01,2013-11-04,4,"b","strm","rmon","mult",2013
"95","j208",28,32,3,0,0,0,0,3,1,0,0,0,0,28,2013-02-15,"cornchip d","digs","ana",2013-02-15 19:16:00,"new","2012-12-02","","serena.n",NA,"","2012-12-27","","",NA,"","2013-06-26","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-05","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","digs",NA,"single",NA,2.5,2,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"96","j209",5,9,1,0,0,0,0,0,0,0,1,0,0,5,2013-02-15,"cornchip d","hkr","crim",2013-02-15 19:29:00,"new","2012-09-18","","serena.n",NA,"","2012-11-12","","",NA,"","2013-06-27","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-05","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hkr",NA,"twin","2",4.9,2,"none","pm",2012,"l",2012-09-19,2013-09-10,4,"a","bilj","crim","prim",2013
"97","j21",30,30,19,18,0,0,1,0,0,0,1,0,0,30,2012-07-29,"krakow d","rbc","hucn",2012-07-29 08:18:00,"new","2011-09-12","","serena.n",NA,"","2012-01-27","","",NA,"","2012-07-15","","",NA,"dengrad info not in table, instead taken from tblhyenas","2012-08-24","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-11-06","dls","double check: alive but with disappeared date",NA,"","m","r","rbc",NA,"twin","1",10.5,7,"migration","am",2011,NA,NA,NA,NA,NA,NA,NA,NA,2012
"98","j210",31,31,29,28,0,0,0,1,1,0,1,0,0,31,2013-02-16,"cornchip d","wafl","trni",2013-02-16 07:18:00,"new","2012-07-04","","serena.n",NA,"","2012-07-12","","",NA,"","2013-02-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-07-03","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","",NA,"","m","r","wafl",NA,"single",NA,7.5,2,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"99","j212",31,33,30,20,0,0,2,5,6,1,0,0,0,31,2013-02-19,"cornchip d","digs","ana",2013-02-19 07:52:00,"new","2012-12-02","","serena.n",NA,"","2012-12-27","","",NA,"","2013-06-26","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-11-05","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","digs",NA,"single",NA,2.6,2,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"100","j213",30,34,11,0,0,0,0,8,8,3,0,0,0,30,2013-02-19,"lighthouse d","clov","jerk",2013-02-19 19:06:00,"new","2012-12-02","","serena.s",NA,"","2013-01-17","","",NA,"",NA,"","",NA,"",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-03-24","dls","double check: alive but with disappeared date",NA,"","f","r","clov",NA,NA,NA,2.6,2,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"101","j214",33,33,33,27,0,0,8,2,2,1,1,0,0,33,2013-02-19,"staff d","bart","bron",2013-02-19 19:38:00,"new","2012-10-01","","serena.s",NA,"","2012-11-16","","",NA,"","2013-06-18","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-30","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-11-19","dls","double check: alive but with disappeared date",NA,"","m","r","bart",NA,NA,NA,4.6,2,"none","pm",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"102","j215",33,33,33,33,0,0,1,0,0,0,0,0,0,33,2013-02-22,"lighthouse d","mtn","korb",2013-02-22 07:34:00,"new","2012-05-27","","serena.s",NA,"","2012-07-08","","",NA,"","2013-05-19","","",NA,"dengrad info not in table, instead taken from tblhyenas",NA,"dbw","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","m","r","mtn",NA,"twin",NA,8.9,2,"none","am",2012,NA,NA,NA,NA,NA,NA,NA,NA,2013
"103","j216",34,35,21,19,0,0,0,2,0,0,3,0,0,34,2013-02-22,"cornchip d","hkr","crim",2013-02-22 18:32:00,"new","2012-09-18","","serena.n",NA,"","2012-11-12","","",NA,"","2013-06-27","","",NA,"dengrad info not in table, instead taken from tblhyenas","2013-10-05","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","hkr",NA,"twin","2",5.2,2,"none","pm",2012,"l",2012-09-19,2013-09-10,4,"a","bilj","crim","prim",2013
