"","fecal.sample.id","androgens.ng.g","androgens.assay.by","androgens.year.assayed","androstenedione.ng.g","androstenedione.assay.by","androstenedione.year.assayed","corticosterone.ng.g","corticosterone.assay.by","corticosterone.year.assayed","estrogen.ng.g","estrogen.assay.by","estrogen.year.assayed","progesterone.ng.g","progesterone.assay.by","progesterone.date.assayed","testosterone.ng.g","testosterone.assay.by","testosterone.date.assayed","hy.id","kaycode","poop.date","poop.time","darting.date","dob","dob.event.status","dob.event.data","dob.error","dob.notes","dfs","dfs.event.status","dfs.event.data","dfs.error","dfs.notes","dengrad","dengrad.event.status","dengrad.event.data","dengrad.error","dengrad.notes","weaned","weaned.event.status","weaned.event.data","weaned.error","weaned.notes","change.clan","change.clan.event.status","change.clan.event.data","change.clan.error","change.clan.notes","change.clan2","change.clan2.event.status","change.clan2.event.data","change.clan2.error","change.clan2.notes","disappeared","disappeared.event.status","disappeared.event.data","disappeared.error","disappeared.notes","sex","status","mom","dad","number.littermates","litrank","dart.age.mon","fec.vs.dart","poop.from.dart.mon","poop.age.mon","poop.mon","migratn.seas","poop.am.pm","state","cycle.start","cycle.stop","trimester","parity","poop.yr","corticosterone.ng.g.log"
"166","3519",266.68,"scj","2012",NA,NA,NA,70.86,"jrg-uno","2012",NA,NA,NA,NA,NA,NA,3.52,"tmm",2016-08-23,"wran","609",2011-06-16,2011-06-16 17:46:00,NA,"2010-01-13","","talek",NA,"","2010-01-27","","",NA,"","2010-11-04","","",1.5,"","2010-10-25","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,"1","2",NA,NA,NA,17,6,"migration","pm","n",NA,NA,NA,NA,2011,4.26070609943733
"167","3525",949.99,"scj","2012",NA,NA,NA,170.29,"jrg-uno","2012",NA,NA,NA,NA,NA,NA,15.11,"tmm",2016-08-23,"blue","433",2011-06-19,2011-06-19 07:30:00,NA,"2008-02-20","","talek",NA,"","2008-05-11","","",NA,"","2008-10-07","","",2.5,"","2009-01-22","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-06-30","dls","inferred dead",NA,"","f","r","mos",NA,"1",NA,NA,NA,NA,39.9,6,"migration","am","l",2010-12-19,2012-04-30,4,"a",2011,5.13750286603851
"168","3527",49.24,"scj","2012",NA,NA,NA,27.7,"jrg-uno","2012",NA,NA,NA,NA,NA,NA,4.28,"tmm",2016-08-23,"butt","829",2011-06-19,2011-06-19 18:27:00,NA,"2009-05-16","","mara.river",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","lnx",NA,"1","1",NA,NA,NA,25.1,6,"migration","pm","o",NA,NA,NA,NA,2011,3.32143241319329
"169","3530",233.56,"scj","2012",NA,NA,NA,26.37,"jrg-uno","2012",NA,NA,NA,NA,NA,NA,8.19,"esp",2018-01-26,"roos","363",2011-06-22,2011-06-22 07:07:00,2008-10-13,"2007-03-02","","talek",NA,"","2007-10-13","","",NA,"",NA,"","",NA,"","2008-07-24","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","nav",NA,NA,NA,19.4,"after",32.3,51.7,6,"migration","am","l",2010-11-14,2011-11-11,4,"a",2011,3.2722270003652
"170","3531",141.98,"scj","2012",NA,NA,NA,30.22,"jrg-uno","2012",NA,NA,NA,NA,NA,NA,13.08,"tmm",2016-08-23,"hex","727",2011-06-22,2011-06-22 18:09:00,NA,"2003-03-04","","talek",NA,"","2003-04-24","","",NA,"","2003-11-07","","",2,"","2004-01-17","","",9.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-04-13","dls","inferred dead",NA,"","f","r","bail",NA,NA,NA,NA,NA,NA,99.6,6,"migration","pm","l",2010-12-11,2011-07-03,4,"d",2011,3.40850395684459
"171","3532",NA,NA,NA,NA,NA,NA,24.03,"jrg-uno","2012",NA,NA,NA,NA,NA,NA,4.27,"tmm",2016-08-23,"mgta","807",2011-06-22,2011-06-22 18:28:00,NA,"2009-01-10","","talek",NA,"","2009-02-17","","",NA,"","2009-08-05","","",1.5,"","2009-10-09","","",8.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","mos",NA,"1","1",NA,NA,NA,29.3,6,"migration","pm","n",2011-01-10,2011-09-14,0,NA,2011,3.17930304974838
"172","3534",747.15,"scj","2012",NA,NA,NA,253.08,"jrg-uno","2012",NA,NA,NA,NA,NA,NA,42.66,"tmm",2016-08-23,"guci","753",2011-06-23,2011-06-23 06:42:00,NA,"2004-02-05","","talek",NA,"","2004-05-31","","",NA,"","2004-09-01","","",0.5,"","2005-05-14","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-01-24","dls","unk",NA,"","f","r","zc",NA,"0",NA,NA,NA,NA,88.5,6,"migration","am","l",2010-04-04,2011-07-20,4,"d",2011,5.53370564427868
"173","3536",836.12,"scj","2012",NA,NA,NA,57.18,"jrg-uno","2012",NA,NA,NA,NA,NA,NA,34.03,"tmm",2016-08-23,"brph","1062",2011-06-29,2011-06-29 17:59:00,NA,"2009-07-11","","serena.s",NA,"","2009-09-02","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-09-17","dls","fate unknown",NA,"","f","r",NA,NA,NA,NA,NA,NA,NA,23.6,6,"migration","pm","n",NA,NA,NA,NA,2011,4.04620418689417
"174","3538",1377.09,"scj","2012",NA,NA,NA,136.6,"jrg-uno","2012",NA,NA,NA,NA,NA,NA,29.09,"tmm",2016-08-23,"baez","763",2011-07-03,2011-07-03 18:00:00,NA,"2004-10-16","","talek",NA,"","2005-02-13","","",NA,"","2005-07-02","","",1.5,"","2005-08-05","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","bail",NA,"1","1",NA,NA,NA,80.5,7,"migration","pm","o",2011-06-26,2012-10-31,NA,NA,2011,4.91705694713669
"175","3547",NA,NA,NA,NA,NA,NA,62.44,"tmm","2018",NA,NA,NA,NA,NA,NA,12.98,"tmm",2016-09-02,"midd","623",2011-07-07,2011-07-07 08:36:00,NA,"2009-07-19","","talek",NA,"","2009-08-25","","",NA,"","2010-05-09","","",0.5,"","2010-08-07","","",22.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-06-07","dls","inferred dead",NA,"","f","r","sam",NA,"1","2",NA,NA,NA,23.6,7,"migration","am","n",NA,NA,NA,NA,2011,4.13420609564723
"176","3550",NA,NA,NA,NA,NA,NA,71.71,"tmm","2018",NA,NA,NA,NA,NA,NA,28.51,"tmm",2016-08-23,"roos","363",2011-07-09,2011-07-09 17:27:00,2008-10-13,"2007-03-02","","talek",NA,"","2007-10-13","","",NA,"",NA,"","",NA,"","2008-07-24","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","nav",NA,NA,NA,19.4,"after",32.8,52.2,7,"migration","pm","l",2010-11-14,2011-11-11,4,"a",2011,4.27263020789448
"177","3552",NA,NA,NA,NA,NA,NA,30.24,"jrg-um","2014",NA,NA,NA,NA,NA,NA,31.18,"tmm",2016-08-23,"boom","1019",2011-07-10,2011-07-10 08:54:00,NA,"2010-02-16","","happy.zebra",NA,"","2010-03-16","","",NA,"","2010-11-26","","",NA,"dengrad info not in table, instead taken from tblhyenas","2010-11-03","","",4.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2015-05-30","dls","fate unknown",NA,"","f","r","pike",NA,"1","1",NA,NA,NA,16.7,7,"migration","am","n",NA,NA,NA,NA,2011,3.40916555131133
"178","3555",NA,NA,NA,NA,NA,NA,343,"tmm","2018",NA,NA,NA,NA,NA,NA,51.4,"tmm",2016-08-23,"pan","755",2011-07-15,2011-07-15 08:01:00,NA,"2004-05-20","","talek",NA,"","2004-07-01","","",NA,"","2005-03-01","","",1.5,"","2005-03-14","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-05-21","dead","",NA,"","f","r","mrph",NA,"1","1",NA,NA,NA,85.8,7,"migration","am","p",2011-06-28,2011-08-03,1,"e",2011,5.83773044716594
"179","3556",NA,NA,NA,NA,NA,NA,120.4,"tmm","2018",NA,NA,NA,NA,NA,NA,32.61,"tmm",2016-08-23,"bab","771",2011-07-16,2011-07-16 18:40:00,NA,"2004-10-30","","talek",NA,"","2004-12-03","","",NA,"","2005-09-26","","",1.5,"","2005-08-24","","",1.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2018-02-11","dls","double check: alive but with disappeared date",NA,"","f","r","mp",NA,"1","2",NA,NA,NA,80.5,7,"migration","pm","p",2011-07-15,2011-08-20,1,"c",2011,4.79081953287472
"180","3559",NA,NA,NA,NA,NA,NA,53.99,"jrg-um","2014",NA,NA,NA,NA,NA,NA,36.83,"tmm",2016-08-23,"zoey","1005",2011-07-17,2011-07-17 17:11:00,NA,"2008-10-31","","serena.n",NA,"","2008-06-27","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","f","r","digs",NA,"1",NA,NA,NA,NA,32.5,7,"migration","pm","o",NA,NA,NA,NA,2011,3.9887988442302
"181","3562",NA,NA,NA,NA,NA,NA,239.72,"jrg-um","2014",NA,NA,NA,NA,NA,NA,70.24,"tmm",2016-08-23,"art","323",2011-07-18,2011-07-18 07:12:00,NA,"2000-03-24","","talek",NA,"","2000-05-30","","",NA,"","2000-09-30","","",1,"","2000-12-14","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-01-03","dead","humans (spear)",NA,"","f","r","mrph",NA,"1","1",NA,NA,NA,135.8,7,"migration","am","l",2010-12-24,2012-04-11,4,"g",2011,5.47947157558998
"182","3565",NA,NA,NA,NA,NA,NA,27.95,"tmm","2018",NA,NA,NA,NA,NA,NA,18.97,"tmm",2016-08-23,"mstl","1066",2011-07-22,2011-07-22 07:22:00,NA,"2007-11-01","","serena.n",NA,"","2008-06-25","","",NA,"","2008-08-01","","",NA,"dengrad info not in table, instead taken from tblhyenas",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","f","r","ele",NA,NA,NA,NA,NA,NA,44.6,7,"migration","am","o",NA,NA,NA,NA,2011,3.33041719960111
"183","3566",NA,NA,NA,NA,NA,NA,43.32,"jrg-um","2014",NA,NA,NA,NA,NA,NA,67.16,"tmm",2016-08-23,"dion","844",2011-07-22,2011-07-22 07:42:00,NA,"2009-08-04","","talek",NA,"","2009-11-14","","",NA,"","2010-03-26","","",0.5,"","2010-07-30","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-03-20","dls","inferred dead",NA,"","f","r","mrph",NA,"0",NA,NA,NA,NA,23.6,7,"migration","am","p",2011-06-26,2011-08-01,1,"a",2011,3.76861442213279
"184","3567",NA,NA,NA,NA,NA,NA,221.24,"tmm","2018",NA,NA,NA,NA,NA,NA,36.03,"tmm",2016-08-23,"zoey","1005",2011-07-23,2011-07-23 17:28:00,NA,"2008-10-31","","serena.n",NA,"","2008-06-27","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","f","r","digs",NA,"1",NA,NA,NA,NA,32.7,7,"migration","pm","o",NA,NA,NA,NA,2011,5.39924808512648
"185","3569",NA,NA,NA,NA,NA,NA,356.92,"tmm","2018",NA,NA,NA,NA,NA,NA,59.64,"tmm",2016-08-23,"mono","708",2011-07-25,2011-07-25 07:18:00,NA,"2008-07-22","","talek",NA,"","2008-07-28","","",NA,"","2009-04-18","","",28,"","2009-08-20","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-03-15","dls","humans (snare?)",NA,"","f","r","adon",NA,"1","1",NA,NA,NA,36.1,7,"migration","am","p",2011-07-14,2011-08-19,2,"a",2011,5.87751166703195
"186","3572",NA,NA,NA,NA,NA,NA,29.01,"tmm","2018",NA,NA,NA,NA,NA,NA,11.92,"tmm",2016-08-23,"suk","824",2011-07-26,2011-07-26 18:30:00,NA,"2009-08-04","","talek",NA,"","2009-08-13","","",NA,"","2010-05-22","","",7,"","2010-07-30","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-07-07","dls","inferred dead",NA,"","f","r","mp",NA,"0",NA,NA,NA,NA,23.7,7,"migration","pm","n",NA,NA,NA,NA,2011,3.36764059813331
"187","3574",NA,NA,NA,NA,NA,NA,32.49,"jrg-um","2014",NA,NA,NA,NA,NA,NA,16.11,"tmm",2016-08-23,"suk","824",2011-07-29,2011-07-29 18:40:00,NA,"2009-08-04","","talek",NA,"","2009-08-13","","",NA,"","2010-05-22","","",7,"","2010-07-30","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-07-07","dls","inferred dead",NA,"","f","r","mp",NA,"0",NA,NA,NA,NA,23.8,7,"migration","pm","n",NA,NA,NA,NA,2011,3.48093234968101
"188","3575",NA,NA,NA,NA,NA,NA,139.75,"jrg-um","2014",NA,NA,NA,NA,NA,NA,39.48,"tmm",2016-08-23,"mos","749",2011-07-29,2011-07-29 18:45:00,NA,"2003-02-18","","talek",NA,"","2003-04-17","","",NA,"","2003-10-28","","",2,"","2004-02-12","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-05-15","dead","humans (us)",NA,"","f","r","mrph",NA,"1","2",NA,NA,NA,101.3,7,"migration","pm","p",2011-07-12,2011-08-17,1,"g",2011,4.93985511203521
"189","3576",NA,NA,NA,NA,NA,NA,35.35,"jrg-um","2014",NA,NA,NA,NA,NA,NA,5.08,"tmm",2016-08-23,"pol","1089",2011-07-29,2011-07-29 18:53:00,NA,"2009-12-01","","serena.n",NA,"","2010-08-25","","",NA,"","2010-11-19","","",NA,"dengrad info not in table, instead taken from tblhyenas","2010-09-09","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","fate unknown",NA,"","f","r","sau",NA,NA,NA,NA,NA,NA,19.9,7,"migration","pm","n",NA,NA,NA,NA,2011,3.56529839234258
"190","3577",NA,NA,NA,NA,NA,NA,112.97,"tmm","2018",NA,NA,NA,NA,NA,NA,11.51,"tmm",2016-08-23,"art","323",2011-08-01,2011-08-01 08:23:00,NA,"2000-03-24","","talek",NA,"","2000-05-30","","",NA,"","2000-09-30","","",1,"","2000-12-14","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-01-03","dead","humans (spear)",NA,"","f","r","mrph",NA,"1","1",NA,NA,NA,136.2,8,"migration","am","l",2010-12-24,2012-04-11,4,"g",2011,4.72712229673884
"191","3580",NA,NA,NA,NA,NA,NA,219.63,"jrg-um","2014",NA,NA,NA,NA,NA,NA,20.72,"tmm",2016-08-23,"zoey","1005",2011-08-05,2011-08-05 07:11:00,NA,"2008-10-31","","serena.n",NA,"","2008-06-27","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","f","r","digs",NA,"1",NA,NA,NA,NA,33.1,8,"migration","am","o",NA,NA,NA,NA,2011,5.39194431232666
"192","3582",NA,NA,NA,NA,NA,NA,470.83,"tmm","2018",NA,NA,NA,NA,NA,NA,178.24,"tmm",2016-08-23,"yog","367",2011-08-20,2011-08-20 06:40:00,NA,"2001-11-20","","talek",NA,"","2002-01-07","","",NA,"","2002-10-11","","",4.5,"","2003-04-06","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-05-13","dls","double check: alive but with disappeared date",NA,"","f","r","mp",NA,"0",NA,NA,NA,NA,117,8,"migration","am","l",2010-12-27,2011-12-05,4,"d",2011,6.15449709468141
"193","3585",NA,NA,NA,NA,NA,NA,161.76,"tmm","2018",NA,NA,NA,NA,NA,NA,118.12,"tmm",2016-08-23,"hex","727",2011-09-01,2011-09-01 07:54:00,NA,"2003-03-04","","talek",NA,"","2003-04-24","","",NA,"","2003-11-07","","",2,"","2004-01-17","","",9.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-04-13","dls","inferred dead",NA,"","f","r","bail",NA,NA,NA,NA,NA,NA,101.9,9,"migration","am","p",2011-07-29,2011-09-03,1,"e",2011,5.08611375527216
"194","3586",NA,NA,NA,NA,NA,NA,171.19,"jrg-um","2014",NA,NA,NA,NA,NA,NA,68.21,"tmm",2016-08-23,"yog","367",2011-09-04,2011-09-04 17:45:00,NA,"2001-11-20","","talek",NA,"","2002-01-07","","",NA,"","2002-10-11","","",4.5,"","2003-04-06","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2017-05-13","dls","double check: alive but with disappeared date",NA,"","f","r","mp",NA,"0",NA,NA,NA,NA,117.4,9,"migration","pm","l",2010-12-27,2011-12-05,4,"d",2011,5.14277405078669
"195","3587",NA,NA,NA,NA,NA,NA,212.62,"tmm","2018",NA,NA,NA,NA,NA,NA,27.89,"tmm",2016-08-23,"mp","145",2011-09-15,2011-09-15 08:21:00,NA,"1994-07-23","","talek",NA,"","1994-08-14","","",NA,"","1995-03-18","","",0.5,"","1995-08-30","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-07-13","dls","inferred dead",NA,"","f","r","dj","bag","1","1",NA,NA,NA,205.7,9,"migration","am","o",2010-07-31,2013-07-13,4,NA,2011,5.35950653486046
"196","3588",NA,NA,NA,NA,NA,NA,89.11,"tmm","2018",NA,NA,NA,NA,NA,NA,9.35,"tmm",2016-08-23,"mich","624",2011-09-16,2011-09-16 08:00:00,NA,"2010-03-01","","fig.tree",NA,"","2010-06-10","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2011-09-16","dls","double check: alive but with disappeared date",NA,"","f","r","tcy",NA,"1",NA,NA,NA,NA,18.5,9,"migration","am","n",NA,NA,NA,NA,2011,4.48987156162463
"197","3592",NA,NA,NA,NA,NA,NA,28.66,"tmm","2018",NA,NA,NA,NA,NA,NA,7.45,"tmm",2016-08-23,"swil","626",2011-09-22,2011-09-22 17:44:00,NA,"2010-03-30","","talek",NA,"","2010-04-09","","",NA,"","2011-01-01","","",0.5,"","2011-06-25","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-02-07","dls","inferred dead",NA,"","f","r","baez",NA,"1","1",NA,NA,NA,17.8,9,"migration","pm","n",NA,NA,NA,NA,2011,3.35550242240003
"198","3593",NA,NA,NA,NA,NA,NA,110.61,"jrg-um","2014",NA,NA,NA,NA,NA,NA,18.21,"tmm",2016-08-24,"obam","808",2011-09-22,2011-09-22 17:50:00,NA,"2008-11-13","","talek",NA,"","2008-12-07","","",NA,"","2009-07-16","","",11,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-12","dead","poison (april 2014 incident)",NA,"","f","r","nav",NA,"1","2",NA,NA,NA,34.3,9,"migration","pm","p",2011-09-07,2011-10-13,2,"a",2011,4.70601050091416
"199","3596",NA,NA,NA,NA,NA,NA,25.71,"tmm","2018",NA,NA,NA,NA,NA,NA,15.76,"tmm",2016-08-24,"xnon","847",2011-09-24,2011-09-24 18:10:00,NA,"2010-01-13","","talek",NA,"","2010-04-06","","",NA,"","2010-10-09","","",4,"","2010-09-14","","",8,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-12","dead","poison (april 2014 incident)",NA,"","f","r","yog",NA,"1","1",NA,NA,NA,20.3,9,"migration","pm","n",NA,NA,NA,NA,2011,3.2468800212778
"200","3597",NA,NA,NA,NA,NA,NA,58.61,"tmm","2018",NA,NA,NA,NA,NA,NA,5.06,"tmm",2016-08-24,"suk","824",2011-09-24,2011-09-24 18:16:00,NA,"2009-08-04","","talek",NA,"","2009-08-13","","",NA,"","2010-05-22","","",7,"","2010-07-30","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-07-07","dls","inferred dead",NA,"","f","r","mp",NA,"0",NA,NA,NA,NA,25.7,9,"migration","pm","n",2011-08-04,2012-07-07,0,NA,2011,4.07090533048834
"201","3598",NA,NA,NA,NA,NA,NA,46.4,"tmm","2018",NA,NA,NA,NA,NA,NA,5.25,"tmm",2016-08-24,"wran","609",2011-09-24,2011-09-24 18:20:00,NA,"2010-01-13","","talek",NA,"","2010-01-27","","",NA,"","2010-11-04","","",1.5,"","2010-10-25","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","ffl",NA,"1","2",NA,NA,NA,20.3,9,"migration","pm","n",NA,NA,NA,NA,2011,3.83729945923221
"202","3605",NA,NA,NA,NA,NA,NA,31.1,"tmm","2018",NA,NA,NA,NA,NA,NA,10.1,"tmm",2016-08-24,"swil","626",2011-09-29,2011-09-29 17:59:00,NA,"2010-03-30","","talek",NA,"","2010-04-09","","",NA,"","2011-01-01","","",0.5,"","2011-06-25","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2013-02-07","dls","inferred dead",NA,"","f","r","baez",NA,"1","1",NA,NA,NA,18,9,"migration","pm","n",NA,NA,NA,NA,2011,3.43720781918519
"203","3606",NA,NA,NA,NA,NA,NA,7.92,"jrg-um","2014",NA,NA,NA,NA,NA,NA,6.22,"esp",2018-01-26,"gel","908",2011-09-29,2011-09-29 18:15:00,NA,"2009-01-05","","talek",NA,"","2009-01-25","","",NA,"","2009-07-30","","",0.5,"","2010-01-27","","",2.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","guci",NA,"1","2",NA,NA,NA,32.8,9,"migration","pm","n",2011-01-05,2013-05-22,0,NA,2011,2.06939120582633
"204","3607",NA,NA,NA,NA,NA,NA,66.68,"tmm","2018",NA,NA,NA,NA,NA,NA,33.48,"tmm",2016-08-24,"hel","604",2011-10-01,2011-10-01 18:21:00,NA,"2006-02-01","","talek",NA,"","2006-06-08","","",NA,"","2006-11-11","","",1,"","2006-12-30","","",19.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","mrph",NA,NA,NA,NA,NA,NA,67.9,10,"migration","pm","p",2011-09-18,2011-10-24,1,"e",2011,4.19990505788259
"205","3608",NA,NA,NA,NA,NA,NA,73.22,"tmm","2018",NA,NA,NA,NA,NA,NA,8.69,"tmm",2016-08-24,"hon","508",2011-10-01,2011-10-01 18:21:00,NA,"2008-04-18","","talek",NA,"","2008-05-18","","",NA,"","2008-12-03","","",8,"","2009-04-15","error","",57.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-03","dead","poison (april 2014 incident)",NA,"","f","r","mp",NA,"1","2",NA,NA,NA,41.4,10,"migration","pm","n",2010-04-18,2012-06-24,0,NA,2011,4.29346860769209
"206","3609",NA,NA,NA,NA,NA,NA,37.25,"tmm","2018",NA,NA,NA,NA,NA,NA,31.85,"tmm",2016-08-24,"nav","100",2011-10-01,2011-10-01 18:24:00,NA,"1992-11-07","","talek",NA,"","1992-11-29","","",NA,"","1993-06-08","","",0.5,"","1993-11-29","","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2016-07-20","dls","inferred dead",NA,"","f","r","coch","en","1","2",NA,NA,NA,226.7,10,"migration","pm","l",2008-11-14,2014-04-12,4,"i",2011,3.61765194482557
"207","3611",NA,NA,NA,NA,NA,NA,35.76,"tmm","2018",NA,NA,NA,NA,NA,NA,4,"tmm",2016-08-24,"blue","433",2011-10-03,2011-10-03 18:39:00,NA,"2008-02-20","","talek",NA,"","2008-05-11","","",NA,"","2008-10-07","","",2.5,"","2009-01-22","","",0.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-06-30","dls","inferred dead",NA,"","f","r","mos",NA,"1",NA,NA,NA,NA,43.4,10,"migration","pm","l",2010-12-19,2012-04-30,4,"a",2011,3.57682995030531
"208","3615",NA,NA,NA,NA,NA,NA,88.42,"tmm","2018",NA,NA,NA,NA,NA,NA,19.65,"tmm",2016-08-24,"xnon","847",2011-10-11,2011-10-11 19:08:00,NA,"2010-01-13","","talek",NA,"","2010-04-06","","",NA,"","2010-10-09","","",4,"","2010-09-14","","",8,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-04-12","dead","poison (april 2014 incident)",NA,"","f","r","yog",NA,"1","1",NA,NA,NA,20.9,10,"migration","pm","n",NA,NA,NA,NA,2011,4.4820981883981
"209","3616",NA,NA,NA,NA,NA,NA,56.93,"tmm","2018",NA,NA,NA,NA,NA,NA,11.67,"tmm",2016-08-24,"art","323",2011-10-11,2011-10-11 19:21:00,NA,"2000-03-24","","talek",NA,"","2000-05-30","","",NA,"","2000-09-30","","",1,"","2000-12-14","","",1,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2014-01-03","dead","humans (spear)",NA,"","f","r","mrph",NA,"1","1",NA,NA,NA,138.6,10,"migration","pm","l",2010-12-24,2012-04-11,4,"g",2011,4.04182244296299
"210","3617",NA,NA,NA,NA,NA,NA,130.05,"tmm","2018",NA,NA,NA,NA,NA,NA,30.12,"tmm",2016-08-24,"lyle","809",2011-10-14,2011-10-14 07:46:00,NA,"2008-10-30","","talek",NA,"","2009-05-30","","",NA,"","2009-06-24","","",10.5,"","2009-06-11","","",12.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-04-20","dls","inferred dead",NA,"","f","r","bab",NA,"0",NA,NA,NA,NA,35.4,10,"migration","am","p",2011-09-29,2011-11-04,2,"a",2011,4.86791899189466
"211","3617",NA,NA,NA,NA,NA,NA,130.05,"tmm","2018",NA,NA,NA,NA,NA,NA,30.12,"tmm",2016-08-24,"lyle","809",2011-10-14,2011-10-14 07:46:00,NA,"2008-10-30","","talek",NA,"","2009-05-30","","",NA,"","2009-06-24","","",10.5,"","2009-06-11","","",12.5,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"2012-04-20","dls","inferred dead",NA,"","f","r","bab",NA,"0",NA,NA,NA,NA,35.4,10,"migration","am","p",2011-10-09,2011-11-14,2,"b",2011,4.86791899189466
"212","3620",NA,NA,NA,NA,NA,NA,922.43,"tmm","2018",NA,NA,NA,NA,NA,NA,237.16,"tmm",2016-08-24,"aqua","737",2011-10-14,2011-10-14 18:19:00,NA,"2006-04-17","","talek",NA,"","2006-06-07","","",NA,"","2006-12-01","","",0,"","2006-11-08","","",2,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","mos",NA,"1","2",NA,NA,NA,65.9,10,"migration","pm","p",2011-09-13,2011-10-19,2,"c",2011,6.82701149227678
"213","3625",NA,NA,NA,NA,NA,NA,35.26,"tmm","2018",NA,NA,NA,NA,NA,NA,21.27,"tmm",2016-08-24,"c3po","631",2011-10-17,2011-10-17 07:03:00,NA,"2010-08-05","","fig.tree",NA,"","2010-11-05","","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"dls","double check: alive but with disappeared date",NA,"","f","r","et",NA,"1",NA,NA,NA,NA,14.4,10,"migration","am","n",NA,NA,NA,NA,2011,3.56274917696972
